Q6 | 0 | Маркер уничтожен из конечной очереди | 
Q6 | 2351 | Маркер уничтожен из конечной очереди | 
Q6 | 2352 | Позиция маркирована | Маркер #1175
P6 | 2352 | Маркер покинул позицию | Маркер #1175
P5 | 2352 | Маркер покинул позицию | Маркер #1175
Q2 | 2352 | Позиция маркирована | Маркер #1176
Q5 | 2352 | Позиция маркирована | Маркер #1176
Q6 | 2352 | Маркер уничтожен из конечной очереди | 
P6 | 2353 | Позиция маркирована | Маркер #1176
P5 | 2353 | Позиция маркирована | Маркер #1176
Q6 | 2353 | Маркер уничтожен из конечной очереди | 
Q6 | 2354 | Позиция маркирована | Маркер #1176
P6 | 2354 | Маркер покинул позицию | Маркер #1176
P5 | 2354 | Маркер покинул позицию | Маркер #1176
Q2 | 2354 | Позиция маркирована | Маркер #1177
Q5 | 2354 | Позиция маркирована | Маркер #1177
Q6 | 2354 | Маркер уничтожен из конечной очереди | 
P6 | 2355 | Позиция маркирована | Маркер #1177
P5 | 2355 | Позиция маркирована | Маркер #1177
Q6 | 2355 | Маркер уничтожен из конечной очереди | 
Q6 | 2356 | Позиция маркирована | Маркер #1177
P6 | 2356 | Маркер покинул позицию | Маркер #1177
P5 | 2356 | Маркер покинул позицию | Маркер #1177
Q2 | 2356 | Позиция маркирована | Маркер #1178
Q5 | 2356 | Позиция маркирована | Маркер #1178
Q6 | 2356 | Маркер уничтожен из конечной очереди | 
P6 | 2357 | Позиция маркирована | Маркер #1178
P5 | 2357 | Позиция маркирована | Маркер #1178
Q6 | 2357 | Маркер уничтожен из конечной очереди | 
Q6 | 2358 | Позиция маркирована | Маркер #1178
P6 | 2358 | Маркер покинул позицию | Маркер #1178
P5 | 2358 | Маркер покинул позицию | Маркер #1178
Q2 | 2358 | Позиция маркирована | Маркер #1179
Q5 | 2358 | Позиция маркирована | Маркер #1179
Q6 | 2358 | Маркер уничтожен из конечной очереди | 
P6 | 2359 | Позиция маркирована | Маркер #1179
P5 | 2359 | Позиция маркирована | Маркер #1179
Q6 | 2359 | Маркер уничтожен из конечной очереди | 
Q6 | 2360 | Позиция маркирована | Маркер #1179
P6 | 2360 | Маркер покинул позицию | Маркер #1179
P5 | 2360 | Маркер покинул позицию | Маркер #1179
Q2 | 2360 | Позиция маркирована | Маркер #1180
Q5 | 2360 | Позиция маркирована | Маркер #1180
Q6 | 2360 | Маркер уничтожен из конечной очереди | 
P6 | 2361 | Позиция маркирована | Маркер #1180
P5 | 2361 | Позиция маркирована | Маркер #1180
Q6 | 2361 | Маркер уничтожен из конечной очереди | 
Q6 | 2362 | Позиция маркирована | Маркер #1180
P6 | 2362 | Маркер покинул позицию | Маркер #1180
P5 | 2362 | Маркер покинул позицию | Маркер #1180
Q2 | 2362 | Позиция маркирована | Маркер #1181
Q5 | 2362 | Позиция маркирована | Маркер #1181
Q6 | 2362 | Маркер уничтожен из конечной очереди | 
P6 | 2363 | Позиция маркирована | Маркер #1181
P5 | 2363 | Позиция маркирована | Маркер #1181
Q6 | 2363 | Маркер уничтожен из конечной очереди | 
Q6 | 2364 | Позиция маркирована | Маркер #1181
P6 | 2364 | Маркер покинул позицию | Маркер #1181
P5 | 2364 | Маркер покинул позицию | Маркер #1181
Q2 | 2364 | Позиция маркирована | Маркер #1182
Q5 | 2364 | Позиция маркирована | Маркер #1182
Q6 | 2364 | Маркер уничтожен из конечной очереди | 
P6 | 2365 | Позиция маркирована | Маркер #1182
P5 | 2365 | Позиция маркирована | Маркер #1182
Q6 | 2365 | Маркер уничтожен из конечной очереди | 
Q6 | 2366 | Позиция маркирована | Маркер #1182
P6 | 2366 | Маркер покинул позицию | Маркер #1182
P5 | 2366 | Маркер покинул позицию | Маркер #1182
Q2 | 2366 | Позиция маркирована | Маркер #1183
Q5 | 2366 | Позиция маркирована | Маркер #1183
Q6 | 2366 | Маркер уничтожен из конечной очереди | 
P6 | 2367 | Позиция маркирована | Маркер #1183
P5 | 2367 | Позиция маркирована | Маркер #1183
Q6 | 2367 | Маркер уничтожен из конечной очереди | 
Q6 | 2368 | Позиция маркирована | Маркер #1183
P6 | 2368 | Маркер покинул позицию | Маркер #1183
P5 | 2368 | Маркер покинул позицию | Маркер #1183
Q2 | 2368 | Позиция маркирована | Маркер #1184
Q5 | 2368 | Позиция маркирована | Маркер #1184
Q6 | 2368 | Маркер уничтожен из конечной очереди | 
P6 | 2369 | Позиция маркирована | Маркер #1184
P5 | 2369 | Позиция маркирована | Маркер #1184
Q6 | 2369 | Маркер уничтожен из конечной очереди | 
Q6 | 2370 | Позиция маркирована | Маркер #1184
P6 | 2370 | Маркер покинул позицию | Маркер #1184
P5 | 2370 | Маркер покинул позицию | Маркер #1184
Q2 | 2370 | Позиция маркирована | Маркер #1185
Q5 | 2370 | Позиция маркирована | Маркер #1185
Q6 | 2370 | Маркер уничтожен из конечной очереди | 
P6 | 2371 | Позиция маркирована | Маркер #1185
P5 | 2371 | Позиция маркирована | Маркер #1185
Q6 | 2371 | Маркер уничтожен из конечной очереди | 
Q6 | 2372 | Позиция маркирована | Маркер #1185
P6 | 2372 | Маркер покинул позицию | Маркер #1185
P5 | 2372 | Маркер покинул позицию | Маркер #1185
Q2 | 2372 | Позиция маркирована | Маркер #1186
Q5 | 2372 | Позиция маркирована | Маркер #1186
Q6 | 2372 | Маркер уничтожен из конечной очереди | 
P6 | 2373 | Позиция маркирована | Маркер #1186
P5 | 2373 | Позиция маркирована | Маркер #1186
Q6 | 2373 | Маркер уничтожен из конечной очереди | 
Q6 | 2374 | Позиция маркирована | Маркер #1186
P6 | 2374 | Маркер покинул позицию | Маркер #1186
P5 | 2374 | Маркер покинул позицию | Маркер #1186
Q2 | 2374 | Позиция маркирована | Маркер #1187
Q5 | 2374 | Позиция маркирована | Маркер #1187
Q6 | 2374 | Маркер уничтожен из конечной очереди | 
P6 | 2375 | Позиция маркирована | Маркер #1187
P5 | 2375 | Позиция маркирована | Маркер #1187
Q6 | 2375 | Маркер уничтожен из конечной очереди | 
Q6 | 2376 | Позиция маркирована | Маркер #1187
P6 | 2376 | Маркер покинул позицию | Маркер #1187
P5 | 2376 | Маркер покинул позицию | Маркер #1187
Q2 | 2376 | Позиция маркирована | Маркер #1188
Q5 | 2376 | Позиция маркирована | Маркер #1188
Q6 | 2376 | Маркер уничтожен из конечной очереди | 
P6 | 2377 | Позиция маркирована | Маркер #1188
P5 | 2377 | Позиция маркирована | Маркер #1188
Q6 | 2377 | Маркер уничтожен из конечной очереди | 
Q6 | 2378 | Позиция маркирована | Маркер #1188
P6 | 2378 | Маркер покинул позицию | Маркер #1188
P5 | 2378 | Маркер покинул позицию | Маркер #1188
Q2 | 2378 | Позиция маркирована | Маркер #1189
Q5 | 2378 | Позиция маркирована | Маркер #1189
Q6 | 2378 | Маркер уничтожен из конечной очереди | 
P6 | 2379 | Позиция маркирована | Маркер #1189
P5 | 2379 | Позиция маркирована | Маркер #1189
Q6 | 2379 | Маркер уничтожен из конечной очереди | 
Q6 | 2380 | Позиция маркирована | Маркер #1189
P6 | 2380 | Маркер покинул позицию | Маркер #1189
P5 | 2380 | Маркер покинул позицию | Маркер #1189
Q2 | 2380 | Позиция маркирована | Маркер #1190
Q5 | 2380 | Позиция маркирована | Маркер #1190
Q6 | 2380 | Маркер уничтожен из конечной очереди | 
P6 | 2381 | Позиция маркирована | Маркер #1190
P5 | 2381 | Позиция маркирована | Маркер #1190
Q6 | 2381 | Маркер уничтожен из конечной очереди | 
Q6 | 2382 | Позиция маркирована | Маркер #1190
P6 | 2382 | Маркер покинул позицию | Маркер #1190
P5 | 2382 | Маркер покинул позицию | Маркер #1190
Q2 | 2382 | Позиция маркирована | Маркер #1191
Q5 | 2382 | Позиция маркирована | Маркер #1191
Q6 | 2382 | Маркер уничтожен из конечной очереди | 
P6 | 2383 | Позиция маркирована | Маркер #1191
P5 | 2383 | Позиция маркирована | Маркер #1191
Q6 | 2383 | Маркер уничтожен из конечной очереди | 
Q6 | 2384 | Позиция маркирована | Маркер #1191
P6 | 2384 | Маркер покинул позицию | Маркер #1191
P5 | 2384 | Маркер покинул позицию | Маркер #1191
Q2 | 2384 | Позиция маркирована | Маркер #1192
Q5 | 2384 | Позиция маркирована | Маркер #1192
Q6 | 2384 | Маркер уничтожен из конечной очереди | 
P6 | 2385 | Позиция маркирована | Маркер #1192
P5 | 2385 | Позиция маркирована | Маркер #1192
Q6 | 2385 | Маркер уничтожен из конечной очереди | 
Q6 | 2386 | Позиция маркирована | Маркер #1192
P6 | 2386 | Маркер покинул позицию | Маркер #1192
P5 | 2386 | Маркер покинул позицию | Маркер #1192
Q2 | 2386 | Позиция маркирована | Маркер #1193
Q5 | 2386 | Позиция маркирована | Маркер #1193
Q6 | 2386 | Маркер уничтожен из конечной очереди | 
P6 | 2387 | Позиция маркирована | Маркер #1193
P5 | 2387 | Позиция маркирована | Маркер #1193
Q6 | 2387 | Маркер уничтожен из конечной очереди | 
Q6 | 2388 | Позиция маркирована | Маркер #1193
P6 | 2388 | Маркер покинул позицию | Маркер #1193
P5 | 2388 | Маркер покинул позицию | Маркер #1193
Q2 | 2388 | Позиция маркирована | Маркер #1194
Q5 | 2388 | Позиция маркирована | Маркер #1194
Q6 | 2388 | Маркер уничтожен из конечной очереди | 
P6 | 2389 | Позиция маркирована | Маркер #1194
P5 | 2389 | Позиция маркирована | Маркер #1194
Q6 | 2389 | Маркер уничтожен из конечной очереди | 
Q6 | 2390 | Позиция маркирована | Маркер #1194
P6 | 2390 | Маркер покинул позицию | Маркер #1194
P5 | 2390 | Маркер покинул позицию | Маркер #1194
Q2 | 2390 | Позиция маркирована | Маркер #1195
Q5 | 2390 | Позиция маркирована | Маркер #1195
Q6 | 2390 | Маркер уничтожен из конечной очереди | 
P6 | 2391 | Позиция маркирована | Маркер #1195
P5 | 2391 | Позиция маркирована | Маркер #1195
Q6 | 2391 | Маркер уничтожен из конечной очереди | 
Q6 | 2392 | Позиция маркирована | Маркер #1195
P6 | 2392 | Маркер покинул позицию | Маркер #1195
P5 | 2392 | Маркер покинул позицию | Маркер #1195
Q2 | 2392 | Позиция маркирована | Маркер #1196
Q5 | 2392 | Позиция маркирована | Маркер #1196
Q6 | 2392 | Маркер уничтожен из конечной очереди | 
P6 | 2393 | Позиция маркирована | Маркер #1196
P5 | 2393 | Позиция маркирована | Маркер #1196
Q6 | 2393 | Маркер уничтожен из конечной очереди | 
Q6 | 2394 | Позиция маркирована | Маркер #1196
P6 | 2394 | Маркер покинул позицию | Маркер #1196
P5 | 2394 | Маркер покинул позицию | Маркер #1196
Q2 | 2394 | Позиция маркирована | Маркер #1197
Q5 | 2394 | Позиция маркирована | Маркер #1197
Q6 | 2394 | Маркер уничтожен из конечной очереди | 
P6 | 2395 | Позиция маркирована | Маркер #1197
P5 | 2395 | Позиция маркирована | Маркер #1197
Q6 | 2395 | Маркер уничтожен из конечной очереди | 
Q6 | 2396 | Позиция маркирована | Маркер #1197
P6 | 2396 | Маркер покинул позицию | Маркер #1197
P5 | 2396 | Маркер покинул позицию | Маркер #1197
Q2 | 2396 | Позиция маркирована | Маркер #1198
Q5 | 2396 | Позиция маркирована | Маркер #1198
Q6 | 2396 | Маркер уничтожен из конечной очереди | 
P6 | 2397 | Позиция маркирована | Маркер #1198
P5 | 2397 | Позиция маркирована | Маркер #1198
Q6 | 2397 | Маркер уничтожен из конечной очереди | 
Q6 | 2398 | Позиция маркирована | Маркер #1198
P6 | 2398 | Маркер покинул позицию | Маркер #1198
P5 | 2398 | Маркер покинул позицию | Маркер #1198
Q2 | 2398 | Позиция маркирована | Маркер #1199
Q5 | 2398 | Позиция маркирована | Маркер #1199
Q6 | 2398 | Маркер уничтожен из конечной очереди | 
P6 | 2399 | Позиция маркирована | Маркер #1199
P5 | 2399 | Позиция маркирована | Маркер #1199
Q6 | 2399 | Маркер уничтожен из конечной очереди | 
Q6 | 2400 | Позиция маркирована | Маркер #1199
P6 | 2400 | Маркер покинул позицию | Маркер #1199
P5 | 2400 | Маркер покинул позицию | Маркер #1199
Q2 | 2400 | Позиция маркирована | Маркер #1200
Q5 | 2400 | Позиция маркирована | Маркер #1200
Q6 | 2400 | Маркер уничтожен из конечной очереди | 
P6 | 2401 | Позиция маркирована | Маркер #1200
P5 | 2401 | Позиция маркирована | Маркер #1200
Q6 | 2401 | Маркер уничтожен из конечной очереди | 
Q6 | 2402 | Позиция маркирована | Маркер #1200
P6 | 2402 | Маркер покинул позицию | Маркер #1200
P5 | 2402 | Маркер покинул позицию | Маркер #1200
Q2 | 2402 | Позиция маркирована | Маркер #1201
Q5 | 2402 | Позиция маркирована | Маркер #1201
Q6 | 2402 | Маркер уничтожен из конечной очереди | 
P6 | 2403 | Позиция маркирована | Маркер #1201
P5 | 2403 | Позиция маркирована | Маркер #1201
Q6 | 2403 | Маркер уничтожен из конечной очереди | 
Q6 | 2404 | Позиция маркирована | Маркер #1201
P6 | 2404 | Маркер покинул позицию | Маркер #1201
P5 | 2404 | Маркер покинул позицию | Маркер #1201
Q2 | 2404 | Позиция маркирована | Маркер #1202
Q5 | 2404 | Позиция маркирована | Маркер #1202
Q6 | 2404 | Маркер уничтожен из конечной очереди | 
P6 | 2405 | Позиция маркирована | Маркер #1202
P5 | 2405 | Позиция маркирована | Маркер #1202
Q6 | 2405 | Маркер уничтожен из конечной очереди | 
Q6 | 2406 | Позиция маркирована | Маркер #1202
P6 | 2406 | Маркер покинул позицию | Маркер #1202
P5 | 2406 | Маркер покинул позицию | Маркер #1202
Q2 | 2406 | Позиция маркирована | Маркер #1203
Q5 | 2406 | Позиция маркирована | Маркер #1203
Q6 | 2406 | Маркер уничтожен из конечной очереди | 
P6 | 2407 | Позиция маркирована | Маркер #1203
P5 | 2407 | Позиция маркирована | Маркер #1203
Q6 | 2407 | Маркер уничтожен из конечной очереди | 
Q6 | 2408 | Позиция маркирована | Маркер #1203
P6 | 2408 | Маркер покинул позицию | Маркер #1203
P5 | 2408 | Маркер покинул позицию | Маркер #1203
Q2 | 2408 | Позиция маркирована | Маркер #1204
Q5 | 2408 | Позиция маркирована | Маркер #1204
Q6 | 2408 | Маркер уничтожен из конечной очереди | 
P6 | 2409 | Позиция маркирована | Маркер #1204
P5 | 2409 | Позиция маркирована | Маркер #1204
Q6 | 2409 | Маркер уничтожен из конечной очереди | 
Q6 | 2410 | Позиция маркирована | Маркер #1204
P6 | 2410 | Маркер покинул позицию | Маркер #1204
P5 | 2410 | Маркер покинул позицию | Маркер #1204
Q2 | 2410 | Позиция маркирована | Маркер #1205
Q5 | 2410 | Позиция маркирована | Маркер #1205
Q6 | 2410 | Маркер уничтожен из конечной очереди | 
P6 | 2411 | Позиция маркирована | Маркер #1205
P5 | 2411 | Позиция маркирована | Маркер #1205
Q6 | 2411 | Маркер уничтожен из конечной очереди | 
Q6 | 2412 | Позиция маркирована | Маркер #1205
P6 | 2412 | Маркер покинул позицию | Маркер #1205
P5 | 2412 | Маркер покинул позицию | Маркер #1205
Q2 | 2412 | Позиция маркирована | Маркер #1206
Q5 | 2412 | Позиция маркирована | Маркер #1206
Q6 | 2412 | Маркер уничтожен из конечной очереди | 
P6 | 2413 | Позиция маркирована | Маркер #1206
P5 | 2413 | Позиция маркирована | Маркер #1206
Q6 | 2413 | Маркер уничтожен из конечной очереди | 
Q6 | 2414 | Позиция маркирована | Маркер #1206
P6 | 2414 | Маркер покинул позицию | Маркер #1206
P5 | 2414 | Маркер покинул позицию | Маркер #1206
Q2 | 2414 | Позиция маркирована | Маркер #1207
Q5 | 2414 | Позиция маркирована | Маркер #1207
Q6 | 2414 | Маркер уничтожен из конечной очереди | 
P6 | 2415 | Позиция маркирована | Маркер #1207
P5 | 2415 | Позиция маркирована | Маркер #1207
Q6 | 2415 | Маркер уничтожен из конечной очереди | 
Q6 | 2416 | Позиция маркирована | Маркер #1207
P6 | 2416 | Маркер покинул позицию | Маркер #1207
P5 | 2416 | Маркер покинул позицию | Маркер #1207
Q2 | 2416 | Позиция маркирована | Маркер #1208
Q5 | 2416 | Позиция маркирована | Маркер #1208
Q6 | 2416 | Маркер уничтожен из конечной очереди | 
P6 | 2417 | Позиция маркирована | Маркер #1208
P5 | 2417 | Позиция маркирована | Маркер #1208
Q6 | 2417 | Маркер уничтожен из конечной очереди | 
Q6 | 2418 | Позиция маркирована | Маркер #1208
P6 | 2418 | Маркер покинул позицию | Маркер #1208
P5 | 2418 | Маркер покинул позицию | Маркер #1208
Q2 | 2418 | Позиция маркирована | Маркер #1209
Q5 | 2418 | Позиция маркирована | Маркер #1209
Q6 | 2418 | Маркер уничтожен из конечной очереди | 
P6 | 2419 | Позиция маркирована | Маркер #1209
P5 | 2419 | Позиция маркирована | Маркер #1209
Q6 | 2419 | Маркер уничтожен из конечной очереди | 
Q6 | 2420 | Позиция маркирована | Маркер #1209
P6 | 2420 | Маркер покинул позицию | Маркер #1209
P5 | 2420 | Маркер покинул позицию | Маркер #1209
Q2 | 2420 | Позиция маркирована | Маркер #1210
Q5 | 2420 | Позиция маркирована | Маркер #1210
Q6 | 2420 | Маркер уничтожен из конечной очереди | 
P6 | 2421 | Позиция маркирована | Маркер #1210
P5 | 2421 | Позиция маркирована | Маркер #1210
Q6 | 2421 | Маркер уничтожен из конечной очереди | 
Q6 | 2422 | Позиция маркирована | Маркер #1210
P6 | 2422 | Маркер покинул позицию | Маркер #1210
P5 | 2422 | Маркер покинул позицию | Маркер #1210
Q2 | 2422 | Позиция маркирована | Маркер #1211
Q5 | 2422 | Позиция маркирована | Маркер #1211
Q6 | 2422 | Маркер уничтожен из конечной очереди | 
P6 | 2423 | Позиция маркирована | Маркер #1211
P5 | 2423 | Позиция маркирована | Маркер #1211
Q6 | 2423 | Маркер уничтожен из конечной очереди | 
Q6 | 2424 | Позиция маркирована | Маркер #1211
P6 | 2424 | Маркер покинул позицию | Маркер #1211
P5 | 2424 | Маркер покинул позицию | Маркер #1211
Q2 | 2424 | Позиция маркирована | Маркер #1212
Q5 | 2424 | Позиция маркирована | Маркер #1212
Q6 | 2424 | Маркер уничтожен из конечной очереди | 
P6 | 2425 | Позиция маркирована | Маркер #1212
P5 | 2425 | Позиция маркирована | Маркер #1212
Q6 | 2425 | Маркер уничтожен из конечной очереди | 
Q6 | 2426 | Позиция маркирована | Маркер #1212
P6 | 2426 | Маркер покинул позицию | Маркер #1212
P5 | 2426 | Маркер покинул позицию | Маркер #1212
Q2 | 2426 | Позиция маркирована | Маркер #1213
Q5 | 2426 | Позиция маркирована | Маркер #1213
Q6 | 2426 | Маркер уничтожен из конечной очереди | 
P6 | 2427 | Позиция маркирована | Маркер #1213
P5 | 2427 | Позиция маркирована | Маркер #1213
Q6 | 2427 | Маркер уничтожен из конечной очереди | 
Q6 | 2428 | Позиция маркирована | Маркер #1213
P6 | 2428 | Маркер покинул позицию | Маркер #1213
P5 | 2428 | Маркер покинул позицию | Маркер #1213
Q2 | 2428 | Позиция маркирована | Маркер #1214
Q5 | 2428 | Позиция маркирована | Маркер #1214
Q6 | 2428 | Маркер уничтожен из конечной очереди | 
P6 | 2429 | Позиция маркирована | Маркер #1214
P5 | 2429 | Позиция маркирована | Маркер #1214
Q6 | 2429 | Маркер уничтожен из конечной очереди | 
Q6 | 2430 | Позиция маркирована | Маркер #1214
P6 | 2430 | Маркер покинул позицию | Маркер #1214
P5 | 2430 | Маркер покинул позицию | Маркер #1214
Q2 | 2430 | Позиция маркирована | Маркер #1215
Q5 | 2430 | Позиция маркирована | Маркер #1215
Q6 | 2430 | Маркер уничтожен из конечной очереди | 
P6 | 2431 | Позиция маркирована | Маркер #1215
P5 | 2431 | Позиция маркирована | Маркер #1215
Q6 | 2431 | Маркер уничтожен из конечной очереди | 
Q6 | 2432 | Позиция маркирована | Маркер #1215
P6 | 2432 | Маркер покинул позицию | Маркер #1215
P5 | 2432 | Маркер покинул позицию | Маркер #1215
Q2 | 2432 | Позиция маркирована | Маркер #1216
Q5 | 2432 | Позиция маркирована | Маркер #1216
Q6 | 2432 | Маркер уничтожен из конечной очереди | 
P6 | 2433 | Позиция маркирована | Маркер #1216
P5 | 2433 | Позиция маркирована | Маркер #1216
Q6 | 2433 | Маркер уничтожен из конечной очереди | 
Q6 | 2434 | Позиция маркирована | Маркер #1216
P6 | 2434 | Маркер покинул позицию | Маркер #1216
P5 | 2434 | Маркер покинул позицию | Маркер #1216
Q2 | 2434 | Позиция маркирована | Маркер #1217
Q5 | 2434 | Позиция маркирована | Маркер #1217
Q6 | 2434 | Маркер уничтожен из конечной очереди | 
P6 | 2435 | Позиция маркирована | Маркер #1217
P5 | 2435 | Позиция маркирована | Маркер #1217
Q6 | 2435 | Маркер уничтожен из конечной очереди | 
Q6 | 2436 | Позиция маркирована | Маркер #1217
P6 | 2436 | Маркер покинул позицию | Маркер #1217
P5 | 2436 | Маркер покинул позицию | Маркер #1217
Q2 | 2436 | Позиция маркирована | Маркер #1218
Q5 | 2436 | Позиция маркирована | Маркер #1218
Q6 | 2436 | Маркер уничтожен из конечной очереди | 
P6 | 2437 | Позиция маркирована | Маркер #1218
P5 | 2437 | Позиция маркирована | Маркер #1218
Q6 | 2437 | Маркер уничтожен из конечной очереди | 
Q6 | 2438 | Позиция маркирована | Маркер #1218
P6 | 2438 | Маркер покинул позицию | Маркер #1218
P5 | 2438 | Маркер покинул позицию | Маркер #1218
Q2 | 2438 | Позиция маркирована | Маркер #1219
Q5 | 2438 | Позиция маркирована | Маркер #1219
Q6 | 2438 | Маркер уничтожен из конечной очереди | 
P6 | 2439 | Позиция маркирована | Маркер #1219
P5 | 2439 | Позиция маркирована | Маркер #1219
Q6 | 2439 | Маркер уничтожен из конечной очереди | 
Q6 | 2440 | Позиция маркирована | Маркер #1219
P6 | 2440 | Маркер покинул позицию | Маркер #1219
P5 | 2440 | Маркер покинул позицию | Маркер #1219
Q2 | 2440 | Позиция маркирована | Маркер #1220
Q5 | 2440 | Позиция маркирована | Маркер #1220
Q6 | 2440 | Маркер уничтожен из конечной очереди | 
P6 | 2441 | Позиция маркирована | Маркер #1220
P5 | 2441 | Позиция маркирована | Маркер #1220
Q6 | 2441 | Маркер уничтожен из конечной очереди | 
Q6 | 2442 | Позиция маркирована | Маркер #1220
P6 | 2442 | Маркер покинул позицию | Маркер #1220
P5 | 2442 | Маркер покинул позицию | Маркер #1220
Q2 | 2442 | Позиция маркирована | Маркер #1221
Q5 | 2442 | Позиция маркирована | Маркер #1221
Q6 | 2442 | Маркер уничтожен из конечной очереди | 
P6 | 2443 | Позиция маркирована | Маркер #1221
P5 | 2443 | Позиция маркирована | Маркер #1221
Q6 | 2443 | Маркер уничтожен из конечной очереди | 
Q6 | 2444 | Позиция маркирована | Маркер #1221
P6 | 2444 | Маркер покинул позицию | Маркер #1221
P5 | 2444 | Маркер покинул позицию | Маркер #1221
Q2 | 2444 | Позиция маркирована | Маркер #1222
Q5 | 2444 | Позиция маркирована | Маркер #1222
Q6 | 2444 | Маркер уничтожен из конечной очереди | 
P6 | 2445 | Позиция маркирована | Маркер #1222
P5 | 2445 | Позиция маркирована | Маркер #1222
Q6 | 2445 | Маркер уничтожен из конечной очереди | 
Q6 | 2446 | Позиция маркирована | Маркер #1222
P6 | 2446 | Маркер покинул позицию | Маркер #1222
P5 | 2446 | Маркер покинул позицию | Маркер #1222
Q2 | 2446 | Позиция маркирована | Маркер #1223
Q5 | 2446 | Позиция маркирована | Маркер #1223
Q6 | 2446 | Маркер уничтожен из конечной очереди | 
P6 | 2447 | Позиция маркирована | Маркер #1223
P5 | 2447 | Позиция маркирована | Маркер #1223
Q6 | 2447 | Маркер уничтожен из конечной очереди | 
Q6 | 2448 | Позиция маркирована | Маркер #1223
P6 | 2448 | Маркер покинул позицию | Маркер #1223
P5 | 2448 | Маркер покинул позицию | Маркер #1223
Q2 | 2448 | Позиция маркирована | Маркер #1224
Q5 | 2448 | Позиция маркирована | Маркер #1224
Q6 | 2448 | Маркер уничтожен из конечной очереди | 
P6 | 2449 | Позиция маркирована | Маркер #1224
P5 | 2449 | Позиция маркирована | Маркер #1224
Q6 | 2449 | Маркер уничтожен из конечной очереди | 
Q6 | 2450 | Позиция маркирована | Маркер #1224
P6 | 2450 | Маркер покинул позицию | Маркер #1224
P5 | 2450 | Маркер покинул позицию | Маркер #1224
Q2 | 2450 | Позиция маркирована | Маркер #1225
Q5 | 2450 | Позиция маркирована | Маркер #1225
Q6 | 2450 | Маркер уничтожен из конечной очереди | 
P6 | 2451 | Позиция маркирована | Маркер #1225
P5 | 2451 | Позиция маркирована | Маркер #1225
Q6 | 2451 | Маркер уничтожен из конечной очереди | 
Q6 | 2452 | Позиция маркирована | Маркер #1225
P6 | 2452 | Маркер покинул позицию | Маркер #1225
P5 | 2452 | Маркер покинул позицию | Маркер #1225
Q2 | 2452 | Позиция маркирована | Маркер #1226
Q5 | 2452 | Позиция маркирована | Маркер #1226
Q6 | 2452 | Маркер уничтожен из конечной очереди | 
P6 | 2453 | Позиция маркирована | Маркер #1226
P5 | 2453 | Позиция маркирована | Маркер #1226
Q6 | 2453 | Маркер уничтожен из конечной очереди | 
Q6 | 2454 | Позиция маркирована | Маркер #1226
P6 | 2454 | Маркер покинул позицию | Маркер #1226
P5 | 2454 | Маркер покинул позицию | Маркер #1226
Q2 | 2454 | Позиция маркирована | Маркер #1227
Q5 | 2454 | Позиция маркирована | Маркер #1227
Q6 | 2454 | Маркер уничтожен из конечной очереди | 
P6 | 2455 | Позиция маркирована | Маркер #1227
P5 | 2455 | Позиция маркирована | Маркер #1227
Q6 | 2455 | Маркер уничтожен из конечной очереди | 
Q6 | 2456 | Позиция маркирована | Маркер #1227
P6 | 2456 | Маркер покинул позицию | Маркер #1227
P5 | 2456 | Маркер покинул позицию | Маркер #1227
Q2 | 2456 | Позиция маркирована | Маркер #1228
Q5 | 2456 | Позиция маркирована | Маркер #1228
Q6 | 2456 | Маркер уничтожен из конечной очереди | 
P6 | 2457 | Позиция маркирована | Маркер #1228
P5 | 2457 | Позиция маркирована | Маркер #1228
Q6 | 2457 | Маркер уничтожен из конечной очереди | 
Q6 | 2458 | Позиция маркирована | Маркер #1228
P6 | 2458 | Маркер покинул позицию | Маркер #1228
P5 | 2458 | Маркер покинул позицию | Маркер #1228
Q2 | 2458 | Позиция маркирована | Маркер #1229
Q5 | 2458 | Позиция маркирована | Маркер #1229
Q6 | 2458 | Маркер уничтожен из конечной очереди | 
P6 | 2459 | Позиция маркирована | Маркер #1229
P5 | 2459 | Позиция маркирована | Маркер #1229
Q6 | 2459 | Маркер уничтожен из конечной очереди | 
Q6 | 2460 | Позиция маркирована | Маркер #1229
P6 | 2460 | Маркер покинул позицию | Маркер #1229
P5 | 2460 | Маркер покинул позицию | Маркер #1229
Q2 | 2460 | Позиция маркирована | Маркер #1230
Q5 | 2460 | Позиция маркирована | Маркер #1230
Q6 | 2460 | Маркер уничтожен из конечной очереди | 
P6 | 2461 | Позиция маркирована | Маркер #1230
P5 | 2461 | Позиция маркирована | Маркер #1230
Q6 | 2461 | Маркер уничтожен из конечной очереди | 
Q6 | 2462 | Позиция маркирована | Маркер #1230
P6 | 2462 | Маркер покинул позицию | Маркер #1230
P5 | 2462 | Маркер покинул позицию | Маркер #1230
Q2 | 2462 | Позиция маркирована | Маркер #1231
Q5 | 2462 | Позиция маркирована | Маркер #1231
Q6 | 2462 | Маркер уничтожен из конечной очереди | 
P6 | 2463 | Позиция маркирована | Маркер #1231
P5 | 2463 | Позиция маркирована | Маркер #1231
Q6 | 2463 | Маркер уничтожен из конечной очереди | 
Q6 | 2464 | Позиция маркирована | Маркер #1231
P6 | 2464 | Маркер покинул позицию | Маркер #1231
P5 | 2464 | Маркер покинул позицию | Маркер #1231
Q2 | 2464 | Позиция маркирована | Маркер #1232
